user_id,action
4473,LOGIN
8099,LOGIN
3266,DELETE
3618,READ
3897,CREATE
3428,DELETE
8865,READ
5533,READ
7567,LOGOUT
1435,READ
5619,CREATE
8429,LOGIN
1633,CREATE
9238,LOGOUT
4031,READ
8874,UPDATE
6207,LOGIN
233,CREATE
5570,CREATE
3192,CREATE
5465,DELETE
1969,UPDATE
348,CREATE
3432,CREATE
8763,READ
2602,UPDATE
8905,READ
6859,DELETE
5072,READ
4489,UPDATE
3159,CREATE
1279,CREATE
7643,UPDATE
8579,READ
3176,READ
9457,UPDATE
9573,LOGOUT
8034,LOGIN
6382,READ
6124,DELETE
6013,DELETE
7496,DELETE
5693,LOGOUT
747,LOGOUT
8896,DELETE
3667,READ
6095,LOGOUT
3687,UPDATE
9094,DELETE
3548,LOGIN
855,READ
9835,LOGOUT
9667,CREATE
2421,LOGOUT
4760,CREATE
7878,LOGIN
9114,CREATE
6155,UPDATE
6786,CREATE
6633,DELETE
1371,DELETE
7639,READ
852,READ
5547,LOGOUT
4331,READ
2031,CREATE
8817,READ
9897,DELETE
9780,LOGIN
9420,UPDATE
9849,LOGIN
6904,LOGIN
6006,LOGIN
4913,LOGOUT
3556,DELETE
9608,LOGOUT
1977,READ
7070,LOGOUT
6390,DELETE
9999,LOGIN
7262,LOGIN
2489,LOGOUT
7106,CREATE
4382,LOGIN
5374,LOGIN
7051,DELETE
3993,READ
6468,LOGOUT
8857,READ
9737,UPDATE
519,LOGOUT
5937,LOGIN
7832,READ
5378,LOGIN
1152,DELETE
1574,DELETE
8988,READ
1204,UPDATE
6550,LOGOUT
3700,READ
9290,LOGOUT
1516,LOGIN
5535,CREATE
888,DELETE
650,UPDATE
5671,LOGIN
8930,CREATE
1507,READ
9370,LOGIN
8218,CREATE
9803,DELETE
3231,READ
2628,LOGIN
2322,LOGOUT
3288,UPDATE
4268,READ
2575,CREATE
2077,READ
4723,LOGOUT
9508,READ
2795,UPDATE
7054,DELETE
7490,DELETE
1213,READ
6725,LOGIN
4879,CREATE
5008,CREATE
4013,LOGIN
789,LOGOUT
3802,DELETE
9659,UPDATE
9301,UPDATE
2653,CREATE
6962,UPDATE
5993,DELETE
8951,DELETE
4970,LOGIN
5177,DELETE
3948,CREATE
3998,READ
889,DELETE
6321,DELETE
8406,DELETE
8117,LOGOUT
3750,READ
1547,CREATE
9882,UPDATE
1776,LOGOUT
1991,LOGOUT
3182,DELETE
9907,CREATE
2605,DELETE
7442,DELETE
529,CREATE
2372,UPDATE
8523,LOGOUT
9186,READ
666,LOGOUT
2339,CREATE
6365,UPDATE
5353,LOGIN
159,READ
5998,DELETE
4222,DELETE
1088,LOGOUT
3048,LOGIN
3703,UPDATE
7517,LOGOUT
2432,CREATE
7118,LOGOUT
5753,LOGOUT
570,READ
3990,DELETE
9961,DELETE
3124,UPDATE
2165,LOGOUT
154,LOGOUT
6697,DELETE
7278,DELETE
2207,LOGIN
5940,LOGIN
7166,LOGOUT
6595,CREATE
2596,LOGOUT
9157,LOGIN
4483,CREATE
4207,READ
175,UPDATE
4011,LOGIN
4401,UPDATE
5160,LOGOUT
1185,DELETE
1233,LOGIN
4343,LOGOUT
2262,READ
7347,DELETE
1084,UPDATE
8319,CREATE
8698,DELETE
1229,DELETE
395,LOGOUT
3031,CREATE
127,READ
1761,CREATE
6142,DELETE
2149,UPDATE
4464,LOGOUT
7104,CREATE
8228,READ
9109,READ
7502,LOGOUT
1690,LOGIN
7601,UPDATE
6919,READ
5604,UPDATE
1585,CREATE
761,READ
2188,LOGOUT
620,READ
9537,LOGOUT
9822,LOGIN
8519,DELETE
2378,LOGOUT
9332,LOGOUT
1602,UPDATE
6126,UPDATE
8693,CREATE
6117,READ
6830,LOGOUT
9679,READ
2948,DELETE
2878,LOGIN
6703,LOGOUT
8731,LOGIN
5640,LOGIN
3721,CREATE
929,LOGIN
509,UPDATE
5870,LOGIN
8453,LOGIN
4463,READ
3043,LOGOUT
3976,UPDATE
7280,LOGIN
4043,LOGOUT
4028,DELETE
4432,LOGOUT
7871,CREATE
7767,LOGIN
4916,CREATE
2537,DELETE
4618,READ
7822,CREATE
9116,UPDATE
3684,CREATE
695,DELETE
4363,LOGIN
9811,CREATE
2829,READ
2249,LOGOUT
3828,UPDATE
7590,READ
4761,CREATE
9572,UPDATE
1717,LOGOUT
6451,READ
3857,READ
4766,LOGIN
2397,UPDATE
7038,UPDATE
8589,LOGIN
594,DELETE
1724,LOGIN
340,DELETE
5834,DELETE
609,READ
9298,UPDATE
5965,READ
8257,UPDATE
1385,READ
8836,UPDATE
132,CREATE
3203,READ
1354,UPDATE
7080,LOGIN
175,READ
1405,CREATE
1228,CREATE
4196,DELETE
7647,READ
9416,DELETE
7369,UPDATE
4450,CREATE
2594,LOGOUT
1957,UPDATE
9206,CREATE
1448,LOGOUT
4213,DELETE
1714,UPDATE
6420,DELETE
6199,CREATE
6392,READ
9179,DELETE
56,CREATE
5078,UPDATE
9994,LOGOUT
248,DELETE
1492,LOGOUT
9397,UPDATE
602,DELETE
512,LOGIN
3557,LOGOUT
6455,DELETE
5864,DELETE
8057,DELETE
2223,READ
8411,CREATE
4430,DELETE
6603,READ
9960,DELETE
5410,DELETE
9558,LOGOUT
8967,UPDATE
5630,CREATE
4199,LOGIN
1393,LOGIN
338,LOGOUT
9781,UPDATE
7502,DELETE
9200,UPDATE
7604,DELETE
9247,DELETE
3345,DELETE
3073,UPDATE
8850,LOGOUT
2519,LOGIN
802,UPDATE
1390,LOGOUT
2220,UPDATE
9819,LOGOUT
2082,UPDATE
6252,CREATE
3667,UPDATE
6103,DELETE
1085,LOGIN
3908,UPDATE
4471,CREATE
1221,LOGOUT
2483,LOGOUT
7444,DELETE
8963,LOGOUT
2044,CREATE
1034,LOGOUT
4740,UPDATE
1237,LOGOUT
5609,LOGIN
5616,DELETE
9277,CREATE
8107,DELETE
7706,UPDATE
5115,LOGIN
7242,DELETE
6000,CREATE
9397,READ
7417,LOGOUT
8011,LOGIN
8735,UPDATE
9943,LOGIN
1163,LOGIN
1051,LOGOUT
4199,LOGOUT
4252,READ
7778,DELETE
4458,LOGIN
2832,CREATE
1841,CREATE
5400,LOGIN
6821,DELETE
7430,LOGOUT
7485,READ
4882,LOGOUT
6755,LOGOUT
5250,LOGOUT
6505,UPDATE
2401,LOGIN
7612,LOGIN
4516,READ
6579,LOGOUT
2023,READ
1399,DELETE
7873,LOGIN
9836,DELETE
3244,LOGIN
1594,CREATE
845,READ
8653,LOGIN
1917,DELETE
3650,LOGIN
135,READ
6238,DELETE
4837,READ
4121,CREATE
9438,LOGIN
7902,LOGOUT
3396,LOGIN
3934,LOGOUT
246,LOGOUT
4563,LOGOUT
9730,LOGIN
3340,DELETE
1108,READ
5853,UPDATE
1653,LOGIN
5381,LOGOUT
2094,DELETE
5485,UPDATE
299,CREATE
2959,READ
7897,READ
724,UPDATE
7547,LOGOUT
479,UPDATE
6019,READ
6056,DELETE
5503,UPDATE
2232,LOGIN
6461,LOGOUT
6508,LOGIN
5128,READ
3382,DELETE
7091,READ
366,READ
2304,LOGOUT
6526,READ
4957,DELETE
1954,READ
3957,DELETE
534,READ
5493,READ
9683,UPDATE
9587,UPDATE
560,LOGOUT
3840,READ
2804,DELETE
6936,LOGOUT
2144,LOGIN
3904,UPDATE
6813,LOGOUT
1879,LOGIN
9459,UPDATE
8426,CREATE
9511,READ
3425,UPDATE
3215,LOGOUT
4123,UPDATE
6864,READ
4443,LOGOUT
6304,READ
4997,UPDATE
3897,LOGOUT
5358,CREATE
9811,LOGIN
130,DELETE
1786,DELETE
6211,DELETE
7359,CREATE
5718,LOGOUT
2733,LOGIN
8031,LOGIN
2725,UPDATE
4681,UPDATE
4570,READ
9478,DELETE
6130,DELETE
7743,LOGIN
6440,LOGOUT
364,CREATE
9654,READ
1868,DELETE
4534,LOGOUT
739,CREATE
1614,READ
2786,UPDATE
7838,LOGOUT
4727,CREATE
1164,READ
9690,LOGIN
1620,READ
2686,READ
147,UPDATE
6914,UPDATE
5080,LOGOUT
5323,DELETE
646,READ
7418,UPDATE
9751,LOGOUT
8869,LOGOUT
1760,DELETE
6015,LOGIN
1490,LOGOUT
4743,UPDATE
2178,LOGOUT
4623,DELETE
7816,LOGOUT
8765,LOGOUT
7928,LOGOUT
932,LOGIN
1931,CREATE
7926,READ
5104,READ
2496,READ
6354,UPDATE
2182,UPDATE
3205,CREATE
4180,UPDATE
47,READ
1897,DELETE
3066,LOGIN
8270,DELETE
3139,READ
9321,CREATE
6369,CREATE
5550,CREATE
1398,CREATE
6084,DELETE
6321,UPDATE
7152,DELETE
8648,UPDATE
1541,LOGOUT
3085,READ
4763,LOGIN
4932,UPDATE
4498,READ
6639,LOGIN
8521,CREATE
181,UPDATE
1717,READ
9400,UPDATE
215,READ
5975,UPDATE
7039,DELETE
3916,READ
7027,LOGIN
6861,LOGOUT
6756,UPDATE
4389,UPDATE
4676,LOGOUT
3546,READ
5230,DELETE
2059,UPDATE
2368,LOGOUT
7681,UPDATE
4045,LOGOUT
911,READ
6194,DELETE
5020,LOGIN
5451,LOGOUT
3043,READ
4133,READ
8181,LOGIN
6280,LOGOUT
7827,UPDATE
3258,DELETE
5405,READ
7660,LOGIN
9320,READ
9217,CREATE
3741,CREATE
5903,LOGIN
9096,UPDATE
7255,LOGOUT
5865,DELETE
5490,LOGOUT
9019,DELETE
1741,CREATE
2277,CREATE
9221,DELETE
9693,DELETE
1241,LOGIN
7986,CREATE
2929,DELETE
2317,UPDATE
7374,LOGOUT
9108,READ
6291,READ
5491,DELETE
3746,DELETE
1445,CREATE
2541,DELETE
1216,UPDATE
7162,LOGIN
2629,LOGOUT
1671,DELETE
6149,LOGOUT
3787,LOGIN
925,LOGIN
370,DELETE
1426,READ
9790,READ
4681,LOGIN
3544,READ
864,LOGIN
3235,LOGIN
7686,DELETE
9452,READ
1663,UPDATE
6376,LOGOUT
9154,CREATE
778,UPDATE
3307,CREATE
1850,DELETE
6033,READ
5966,DELETE
1939,CREATE
8688,CREATE
9706,DELETE
3032,READ
4599,LOGOUT
7308,DELETE
6605,UPDATE
7800,DELETE
497,CREATE
2300,LOGOUT
1815,CREATE
6469,READ
795,UPDATE
823,CREATE
5316,LOGOUT
1906,UPDATE
510,LOGIN
8294,CREATE
8266,DELETE
559,READ
7173,UPDATE
5549,LOGOUT
4553,DELETE
6028,DELETE
1212,READ
3881,UPDATE
6410,DELETE
3531,LOGOUT
3516,READ
4959,CREATE
8968,UPDATE
7068,DELETE
8804,CREATE
8874,CREATE
979,LOGOUT
8793,LOGIN
4587,LOGOUT
1805,DELETE
9546,CREATE
1551,DELETE
7278,LOGOUT
6828,LOGOUT
2949,UPDATE
1006,CREATE
4900,DELETE
2700,LOGIN
1877,DELETE
7487,LOGOUT
9438,UPDATE
9164,CREATE
4052,UPDATE
2575,READ
7665,READ
6426,UPDATE
5892,LOGIN
4491,LOGIN
4016,LOGIN
212,LOGIN
823,UPDATE
5309,UPDATE
5230,UPDATE
1917,UPDATE
5146,LOGOUT
4325,READ
3565,DELETE
7358,LOGOUT
1079,READ
8842,READ
6445,LOGIN
6876,READ
6050,CREATE
3414,CREATE
4993,READ
4269,CREATE
962,DELETE
1588,READ
2492,DELETE
4888,LOGOUT
3653,LOGOUT
4718,READ
5974,UPDATE
8947,LOGOUT
4554,UPDATE
2341,CREATE
6309,LOGOUT
1963,CREATE
1758,READ
5394,READ
5307,LOGIN
6525,LOGOUT
9467,UPDATE
3997,LOGOUT
6978,DELETE
97,LOGIN
4923,UPDATE
6344,LOGOUT
5736,UPDATE
9308,READ
3353,DELETE
2251,READ
1110,LOGIN
6282,UPDATE
8497,CREATE
5767,LOGOUT
6481,CREATE
6627,UPDATE
8551,DELETE
9326,READ
4142,CREATE
2811,LOGIN
8517,LOGOUT
3315,LOGOUT
7870,UPDATE
2774,READ
8038,READ
6620,LOGIN
1827,LOGOUT
1270,UPDATE
8341,UPDATE
6590,UPDATE
9426,LOGOUT
1660,LOGOUT
7376,LOGIN
2140,READ
9341,LOGOUT
3266,LOGIN
6485,LOGOUT
1935,LOGOUT
8801,READ
231,DELETE
1351,READ
9894,DELETE
5991,READ
6381,LOGOUT
9925,CREATE
5844,LOGOUT
5772,LOGIN
9303,CREATE
545,READ
5395,LOGOUT
194,READ
4203,READ
1190,DELETE
7690,DELETE
2049,READ
8780,UPDATE
8583,CREATE
5636,LOGIN
5525,DELETE
8923,READ
6896,LOGOUT
3666,LOGOUT
3730,UPDATE
233,CREATE
935,DELETE
4725,CREATE
2278,LOGIN
4462,DELETE
1799,UPDATE
7227,LOGOUT
6045,LOGIN
5741,LOGOUT
1382,CREATE
9256,DELETE
3801,LOGIN
1712,READ
2229,READ
3465,DELETE
9298,LOGIN
4306,CREATE
1123,LOGOUT
350,LOGIN
9249,DELETE
6699,CREATE
3716,DELETE
9744,LOGIN
8859,READ
8700,UPDATE
4677,READ
5124,CREATE
8502,LOGOUT
4265,LOGIN
1437,DELETE
9937,LOGOUT
1000,DELETE
726,READ
980,DELETE
3399,CREATE
32,CREATE
8162,LOGOUT
7236,LOGOUT
7419,UPDATE
6943,LOGOUT
2634,UPDATE
4644,UPDATE
9440,LOGIN
9430,DELETE
5029,DELETE
3803,LOGIN
4853,CREATE
2040,READ
4411,LOGOUT
5283,LOGIN
2593,CREATE
1573,DELETE
9090,READ
202,DELETE
9700,DELETE
7646,CREATE
6615,UPDATE
3019,CREATE
5107,UPDATE
1449,DELETE
3359,LOGOUT
4924,UPDATE
8585,LOGIN
5917,UPDATE
2953,LOGOUT
4295,DELETE
8037,CREATE
7970,LOGIN
2332,CREATE
2842,LOGOUT
902,LOGOUT
7957,READ
3577,LOGOUT
5322,UPDATE
2616,READ
1614,UPDATE
3330,READ
739,CREATE
305,READ
3754,CREATE
9994,CREATE
7523,CREATE
5937,READ
8526,CREATE
2476,UPDATE
9869,DELETE
4054,LOGOUT
8867,UPDATE
7173,LOGIN
5569,LOGIN
7917,READ
2314,CREATE
8375,DELETE
1279,UPDATE
8794,CREATE
9366,LOGIN
603,DELETE
2635,READ
6005,CREATE
9058,UPDATE
162,UPDATE
3197,LOGIN
8093,LOGIN
9128,UPDATE
8281,CREATE
5969,DELETE
858,CREATE
2726,DELETE
1412,LOGIN
9726,DELETE
4672,LOGOUT
4810,UPDATE
1595,LOGOUT
7946,UPDATE
8473,LOGOUT
8768,UPDATE
7882,READ
6065,UPDATE
9267,LOGIN
4386,LOGIN
3084,DELETE
1481,DELETE
3521,CREATE
9257,READ
9349,READ
3900,LOGOUT
618,LOGOUT
1956,LOGIN
8329,CREATE
4504,DELETE
344,UPDATE
8288,READ
2730,DELETE
3680,LOGOUT
6711,CREATE
2456,LOGOUT
8060,READ
8340,LOGIN
6059,LOGIN
9238,LOGOUT
4508,UPDATE
3629,LOGIN
1688,LOGIN
2725,READ
5242,CREATE
4339,READ
9507,DELETE
6860,UPDATE
2595,DELETE
3796,READ
4161,DELETE
588,READ
8742,CREATE
9453,UPDATE
4565,LOGIN
8619,CREATE
2915,LOGOUT
7405,LOGIN
8675,DELETE
2455,READ
9055,LOGIN
1227,LOGIN
1266,UPDATE
2129,LOGIN
7336,LOGIN
4967,READ
6643,LOGIN
4049,UPDATE
5879,LOGOUT
2969,UPDATE
5400,CREATE
9809,LOGIN
3086,CREATE
9512,DELETE
6833,LOGOUT
307,DELETE
2090,LOGIN
2315,LOGIN
2109,READ
4600,LOGOUT
4541,LOGIN
9048,UPDATE
819,UPDATE
5403,READ
3035,LOGOUT
4854,LOGOUT
2826,DELETE
2623,CREATE
2532,LOGOUT
9978,LOGIN
3424,CREATE
7292,UPDATE
5341,LOGOUT
4501,DELETE
2282,READ
8332,READ
9155,DELETE
8264,UPDATE
8407,DELETE
6290,LOGIN
1025,LOGIN
9496,DELETE
1575,CREATE
2909,LOGOUT
1863,LOGOUT
3325,CREATE
9261,LOGIN
6611,DELETE
4836,LOGOUT
3871,READ
5578,READ
3150,UPDATE
559,READ
9634,CREATE
6100,UPDATE
5584,DELETE
2172,LOGOUT
8754,DELETE
8392,UPDATE
1694,READ
1089,UPDATE
7592,CREATE
1492,DELETE
3618,UPDATE
6243,DELETE
6035,CREATE
3967,READ
1659,UPDATE
4527,UPDATE
7900,DELETE
8132,LOGIN
3324,LOGOUT
175,LOGOUT
6697,READ
9477,DELETE
6041,DELETE
3960,CREATE
4157,CREATE
3593,READ
4978,DELETE
2403,LOGOUT
1200,DELETE
9931,CREATE
4469,CREATE
2001,LOGIN
5022,LOGOUT
8034,DELETE
5827,CREATE
8397,UPDATE
218,READ
2845,CREATE
9604,LOGIN
488,READ
3878,UPDATE
9766,UPDATE
409,UPDATE
5847,READ
762,LOGIN
6581,LOGOUT
2672,LOGOUT
6958,CREATE
4292,CREATE
3244,CREATE
344,UPDATE
5103,LOGOUT
7329,UPDATE
9097,UPDATE
3308,LOGOUT
834,DELETE
6618,DELETE
5232,DELETE
9290,READ
2594,LOGOUT
5105,LOGIN
9337,LOGOUT
3053,CREATE
1276,UPDATE
4199,UPDATE
4719,CREATE
7646,READ
2107,LOGOUT
7247,LOGOUT
8028,DELETE
1841,READ
5495,CREATE
9579,READ
6906,CREATE
3639,LOGIN
7572,LOGIN
9940,CREATE
5905,UPDATE
7820,CREATE
1347,LOGIN
7479,CREATE
1799,LOGOUT
1160,LOGIN
3357,UPDATE
1388,CREATE
5090,LOGOUT
738,UPDATE
5346,LOGIN
341,READ
8607,LOGIN
5467,READ
4534,LOGOUT
1845,LOGOUT
7946,LOGIN
4469,DELETE
537,CREATE
6216,READ
2765,DELETE
3486,READ
233,DELETE
6457,LOGIN
3243,LOGOUT
7543,READ
7016,DELETE
7273,UPDATE
553,LOGOUT
3112,UPDATE
201,LOGOUT
9507,UPDATE
4442,UPDATE
9894,READ
1536,LOGOUT
4840,LOGIN
1063,DELETE
2554,DELETE
7094,DELETE
9816,LOGIN
9735,CREATE
456,READ
9630,LOGIN
293,CREATE
6734,CREATE
6180,READ
9547,UPDATE
7064,CREATE
9747,DELETE
1365,LOGOUT
3865,LOGOUT
2613,READ
9646,LOGIN
9876,DELETE
9606,CREATE
2894,CREATE
4227,READ
9337,LOGOUT
5121,DELETE
5702,LOGOUT
2676,UPDATE
8816,UPDATE
8645,READ
4381,DELETE
2134,UPDATE
158,CREATE
4123,UPDATE
7436,UPDATE
1368,READ
9410,READ
555,UPDATE
1629,CREATE
3405,CREATE
5853,READ
8194,CREATE
8758,UPDATE
8728,LOGIN
5083,READ
1508,LOGOUT
2872,CREATE
27,LOGOUT
4314,CREATE
4847,LOGIN
5315,CREATE
905,DELETE
3919,CREATE
9888,LOGOUT
7648,CREATE
7983,LOGIN
7535,DELETE
8512,READ
4448,READ
5660,READ
6338,LOGOUT
2013,LOGOUT
5346,LOGIN
6185,LOGOUT
9220,CREATE
3327,READ
893,LOGOUT
2358,CREATE
6980,LOGIN
1472,LOGIN
9302,DELETE
7637,CREATE
5240,READ
6185,UPDATE
2758,UPDATE
5880,UPDATE
8109,CREATE
8327,DELETE
9033,LOGIN
9230,CREATE
8612,LOGOUT
6549,DELETE
4882,CREATE
4174,LOGOUT
4015,READ
8594,UPDATE
1679,CREATE
9248,LOGIN
205,UPDATE
1421,READ
6580,READ
2697,DELETE
8990,CREATE
405,READ
3328,UPDATE
1548,CREATE
4375,CREATE
6516,DELETE
2821,UPDATE
5318,LOGIN
6114,READ
9022,LOGIN
4687,LOGIN
5976,READ
6883,LOGIN
6679,DELETE
66,LOGIN
4053,UPDATE
8917,LOGOUT
2248,CREATE
7327,LOGOUT
9197,UPDATE
8876,CREATE
5540,READ
6084,DELETE
1593,DELETE
4793,DELETE
4904,LOGIN
4490,READ
326,UPDATE
8681,LOGOUT
1993,CREATE
5566,CREATE
8207,UPDATE
1342,DELETE
9867,DELETE
7851,LOGOUT
133,UPDATE
1408,UPDATE
2566,READ
3202,READ
703,CREATE
3918,DELETE
3675,LOGIN
1653,LOGOUT
8253,CREATE
8354,LOGOUT
4940,UPDATE
3983,DELETE
3622,LOGOUT
9966,UPDATE
5844,READ
5121,UPDATE
4494,CREATE
9266,DELETE
1088,UPDATE
2260,CREATE
6713,DELETE
2691,READ
2900,DELETE
989,READ
7104,UPDATE
8547,UPDATE
3653,DELETE
6282,CREATE
3508,UPDATE
2618,LOGOUT
7572,UPDATE
8109,CREATE
2453,READ
9871,LOGOUT
8202,CREATE
5191,LOGIN
8493,LOGIN
6065,READ
9268,UPDATE
8630,CREATE
2346,UPDATE
4872,UPDATE
7455,LOGOUT
3272,LOGIN
3737,DELETE
7955,READ
2381,UPDATE
5831,UPDATE
1288,UPDATE
6511,CREATE
670,DELETE
7463,LOGOUT
4883,UPDATE
5400,UPDATE
3695,UPDATE
1015,DELETE
5122,READ
3858,READ
3920,READ
7134,UPDATE
2513,DELETE
5493,UPDATE
6905,LOGOUT
5993,LOGOUT
3472,LOGOUT
3909,READ
8462,LOGIN
498,LOGOUT
6869,LOGOUT
7566,LOGIN
4015,UPDATE
2426,UPDATE
2405,READ
6534,DELETE
7324,LOGOUT
162,UPDATE
3400,READ
8121,UPDATE
3828,LOGOUT
5975,LOGOUT
720,UPDATE
6506,LOGOUT
7912,UPDATE
6429,LOGOUT
626,LOGOUT
3325,LOGIN
4281,UPDATE
9065,LOGIN
7061,DELETE
9201,LOGIN
4146,READ
2433,CREATE
417,LOGIN
418,UPDATE
3545,DELETE
7440,READ
6510,UPDATE
5656,CREATE
3551,READ
5869,UPDATE
4067,LOGIN
628,READ
5480,CREATE
6178,CREATE
2415,LOGIN
5134,LOGIN
602,READ
3841,LOGIN
1085,DELETE
8547,CREATE
4512,CREATE
4977,LOGIN
447,LOGOUT
8320,LOGOUT
8030,CREATE
4904,DELETE
689,UPDATE
8569,DELETE
6250,READ
1280,UPDATE
6887,CREATE
8316,UPDATE
2440,DELETE
1228,DELETE
7259,CREATE
2664,READ
2111,LOGOUT
6652,LOGIN
3087,LOGOUT
9768,LOGOUT
5427,LOGOUT
6735,CREATE
179,UPDATE
1416,UPDATE
745,LOGOUT
1557,DELETE
1390,READ
7740,UPDATE
5607,UPDATE
6821,READ
9593,DELETE
2818,READ
8539,DELETE
8365,CREATE
4387,DELETE
2419,LOGOUT
725,CREATE
1296,LOGIN
1450,READ
5776,LOGOUT
6911,CREATE
2699,DELETE
1335,LOGOUT
7711,CREATE
261,DELETE
2846,CREATE
6756,DELETE
7486,CREATE
3914,UPDATE
5686,LOGOUT
3381,DELETE
6924,READ
2313,CREATE
7659,DELETE
7581,LOGIN
5130,CREATE
8498,DELETE
1807,CREATE
9919,READ
1170,LOGIN
5307,DELETE
5094,LOGIN
7576,CREATE
3754,LOGOUT
3432,LOGOUT
4927,UPDATE
6579,READ
6043,CREATE
2430,LOGOUT
1871,READ
6818,LOGOUT
1928,LOGIN
5078,LOGOUT
2050,READ
9844,CREATE
1887,DELETE
1056,CREATE
6003,LOGOUT
6605,CREATE
1203,LOGOUT
7281,UPDATE
6798,LOGIN
9250,LOGIN
954,DELETE
4059,LOGIN
2968,DELETE
2986,LOGOUT
2607,LOGIN
8253,LOGOUT
8826,UPDATE
1704,DELETE
6935,LOGIN
8725,UPDATE
5223,LOGOUT
6445,LOGIN
6814,READ
5049,DELETE
9442,READ
9656,UPDATE
9824,DELETE
6290,CREATE
4520,LOGOUT
2974,LOGIN
5557,CREATE
5120,LOGOUT
6208,LOGIN
9137,CREATE
5165,CREATE
9194,LOGOUT
9277,DELETE
7980,UPDATE
9950,CREATE
8705,LOGOUT
7509,CREATE
4572,LOGIN
1836,DELETE
7757,UPDATE
3143,LOGIN
8828,LOGIN
2706,READ
4780,LOGOUT
9741,LOGOUT
6066,CREATE
8542,LOGOUT
1245,CREATE
4946,CREATE
5276,CREATE
4559,UPDATE
4771,READ
8113,UPDATE
152,READ
7664,UPDATE
743,CREATE
4222,READ
3531,UPDATE
9792,READ
1049,UPDATE
5699,CREATE
2022,READ
4855,DELETE
7555,READ
5758,LOGIN
6508,CREATE
962,CREATE
45,LOGOUT
4029,UPDATE
399,DELETE
6991,UPDATE
8782,READ
2993,LOGOUT
4608,DELETE
1931,CREATE
4081,LOGOUT
3757,UPDATE
8488,READ
9264,DELETE
9690,LOGIN
3354,DELETE
6195,CREATE
8032,DELETE
3671,LOGOUT
3953,CREATE
8722,READ
768,CREATE
5826,READ
3673,LOGOUT
889,UPDATE
1795,LOGIN
7610,DELETE
927,LOGIN
6651,READ
6399,CREATE
5637,CREATE
3669,READ
5886,CREATE
2130,READ
5183,READ
5109,CREATE
3511,LOGOUT
4127,UPDATE
3925,LOGOUT
5597,READ
9,LOGOUT
9868,DELETE
7278,UPDATE
6400,LOGIN
2420,LOGOUT
4370,UPDATE
6654,LOGOUT
6433,UPDATE
5010,DELETE
9469,CREATE
9196,CREATE
828,DELETE
2700,LOGOUT
5177,CREATE
3451,LOGIN
4259,DELETE
9948,READ
6684,UPDATE
5879,CREATE
4518,LOGOUT
4503,LOGIN
2216,READ
1521,CREATE
4212,CREATE
8521,UPDATE
4505,LOGOUT
1131,UPDATE
9248,CREATE
7054,CREATE
8418,DELETE
488,LOGIN
3737,LOGIN
9507,DELETE
6567,DELETE
1676,CREATE
9612,UPDATE
8246,DELETE
4860,UPDATE
8581,DELETE
8370,LOGIN
2749,READ
1717,READ
3401,CREATE
7068,LOGOUT
8591,DELETE
2461,READ
4704,DELETE
4642,LOGIN
6948,READ
9776,CREATE
8459,UPDATE
9251,LOGOUT
3885,UPDATE
6005,UPDATE
1562,LOGOUT
2340,LOGIN
2241,LOGOUT
8451,CREATE
6520,READ
2499,LOGIN
3853,LOGOUT
1609,LOGOUT
2408,DELETE
3441,UPDATE
5538,LOGOUT
1913,CREATE
8727,READ
7911,CREATE
996,CREATE
5224,DELETE
7580,READ
9228,CREATE
2412,DELETE
5610,CREATE
8414,LOGIN
5260,LOGOUT
9969,DELETE
1279,CREATE
7326,LOGOUT
2921,DELETE
7498,READ
7794,READ
1406,DELETE
4669,DELETE
6520,READ
3876,CREATE
9202,DELETE
9891,LOGIN
1740,UPDATE
4250,UPDATE
7984,UPDATE
9167,READ
5352,UPDATE
5344,UPDATE
539,LOGOUT
3597,LOGOUT
5156,READ
9161,UPDATE
4507,READ
7604,DELETE
2481,READ
7914,UPDATE
856,DELETE
7511,CREATE
7320,READ
3820,LOGOUT
6494,DELETE
6815,LOGOUT
5292,DELETE
2368,UPDATE
9876,DELETE
8524,CREATE
7939,LOGOUT
4062,READ
8718,READ
4811,LOGIN
210,LOGIN
721,DELETE
433,CREATE
5015,DELETE
6596,LOGOUT
20,READ
1167,LOGIN
1262,CREATE
5052,LOGIN
2660,CREATE
6792,READ
9837,DELETE
7762,DELETE
9237,UPDATE
9734,LOGOUT
8546,READ
5306,LOGOUT
4254,LOGOUT
3190,UPDATE
5531,LOGIN
299,READ
1887,DELETE
778,UPDATE
1520,CREATE
2753,READ
575,UPDATE
2241,READ
8601,CREATE
5642,READ
9679,LOGIN
7686,LOGOUT
6786,CREATE
4412,LOGOUT
1493,READ
1843,LOGIN
8794,DELETE
8071,LOGIN
4951,READ
7152,LOGOUT
773,DELETE
5904,READ
9668,READ
6480,READ
5700,CREATE
3907,READ
1701,UPDATE
8929,LOGIN
1082,DELETE
2663,LOGIN
580,UPDATE
2758,LOGIN
7150,LOGOUT
9609,CREATE
9876,DELETE
5954,CREATE
7825,READ
4876,LOGIN
3859,LOGIN
6043,DELETE
3820,UPDATE
4520,DELETE
8790,READ
9443,CREATE
7290,LOGOUT
1513,UPDATE
7621,LOGIN
6845,DELETE
677,LOGOUT
6499,LOGIN
6843,LOGIN
783,READ
8933,DELETE
5572,UPDATE
7817,UPDATE
6774,UPDATE
5520,CREATE
6300,CREATE
