app_id,amount
1833,35.83
1224,892.53
4745,724.28
7599,338.03
5312,633.77
2948,675.55
6968,261.64
9558,350.6
1035,858.01
9917,759.8
2742,71.83
8132,32.41
9072,466.97
2851,639.16
7874,98.08
5318,283.61
2988,12.75
9380,622.49
9785,939.94
7090,35.15
298,155.38
4756,564.57
8142,999.36
3856,30.43
8599,162.99
3223,887.27
9426,329.25
3696,579.12
2742,856.89
9579,72.04
4690,856.26
5335,890.1
3091,586.06
3033,723.03
6294,301.81
7230,211.68
663,957.33
2647,38.65
426,52.34
3977,339.42
5386,301.22
330,114.14
4277,939.67
3025,540.92
1816,453.14
1506,933.35
2135,838.91
469,85.47
1291,358.49
5164,412.1
6934,579.31
873,929.08
7762,752.41
9213,832.25
732,868.42
2269,65.87
2568,47.78
2289,398.74
898,697.66
1186,152.51
7984,483.61
3981,894.74
299,558.74
884,795.92
9869,292.29
2222,980.59
4384,44.64
8544,683.8
1053,194.92
4058,120.48
3298,179.18
6038,10.67
9909,501.61
590,205.91
2124,603.9
2381,139.68
2032,10.99
6428,969.46
5177,920.63
7295,786.34
4836,585.2
1015,348.82
1611,155.39
9002,560.56
6791,157.34
8801,227.94
9944,78.51
2965,714.26
1191,918.21
7664,659.76
6387,865.52
6828,970.26
1133,924.35
9213,26.67
8444,710.06
6770,295.72
6074,212.23
8653,218.76
9825,534.65
2939,29.48
146,302.92
4704,670.47
5574,205.73
2392,881.67
8369,548.75
5453,957.47
4693,652.31
3672,187.29
2082,528.99
975,388.35
5609,546.12
395,454.65
1902,829.18
3595,529.92
7104,463.23
630,360.38
470,590.21
5818,505.87
1341,312.34
9405,984.42
2588,847.35
1019,53.33
917,809.4
2284,222.15
231,128.5
2126,306.47
7315,963.5
2462,313.95
8466,793.76
6334,274.43
9925,845.65
8666,280.88
8146,65.99
3020,264.59
6453,140.79
5489,921.58
5976,966.36
9501,116.19
609,796.63
3824,720.99
4867,859.99
1168,557.05
4648,260.98
9402,895.01
7599,823.81
7608,267.35
2644,348.57
4502,627.56
17,507.47
4544,122.01
3512,946.1
5250,117.71
9209,557.59
7578,559.33
9092,521.89
9474,630.59
3764,795.24
2339,13.55
6180,384.41
3909,138.22
4029,535.09
1855,405.9
9088,839.38
5594,660.29
5054,217.11
8056,986.83
9114,249.48
5240,52.09
4099,773.44
130,284.34
6754,211.1
5071,762.91
7620,295.35
2476,296.15
4671,782.55
1559,722.54
3631,24.24
7797,188.02
8515,147.54
7222,459.36
3340,111.03
362,792.04
3643,624.13
4032,921.08
1551,980.25
3211,53.25
9269,928.15
5415,333.86
402,92.02
155,404.46
9164,543.44
4487,153.05
2424,577.0
340,366.16
1808,193.16
2551,494.01
2410,54.92
7409,668.48
2279,740.18
3651,359.82
7597,909.11
1579,645.49
3715,288.46
7340,738.13
2905,844.64
219,183.07
4328,593.87
7530,808.23
8816,23.94
1769,30.1
2305,590.82
6301,479.3
2815,274.68
3535,581.52
7872,320.03
3946,208.75
4552,557.68
4099,313.6
6016,20.14
439,886.64
6026,256.33
6943,675.2
8983,324.52
6564,750.96
4954,571.5
8163,42.0
5405,224.16
2069,582.71
8847,505.61
6285,178.73
4131,209.66
5980,133.42
3199,666.72
7187,774.9
3623,132.3
1113,484.22
5627,113.68
3078,628.39
8329,576.94
4120,827.57
4607,821.84
341,377.51
7094,974.39
4718,877.5
8124,20.73
2323,386.85
9501,615.85
350,185.91
3097,365.58
6139,618.16
7251,604.36
3974,590.75
4248,670.91
5639,326.04
6397,423.29
122,407.25
2572,452.64
6054,741.24
7145,436.45
3078,382.15
2012,548.08
4874,937.09
7949,232.83
4087,577.94
1003,597.67
6320,813.8
5553,516.42
9915,577.13
760,247.12
1835,384.84
1146,731.93
6720,651.34
244,302.25
8347,653.86
8019,104.38
8470,812.23
9805,572.97
7322,38.56
6458,559.52
7542,74.94
8782,454.49
25,666.8
1038,772.76
9482,405.71
5231,222.16
2065,404.94
4138,285.99
5266,866.05
4686,283.34
103,925.76
5343,119.37
3991,783.47
5479,913.25
2002,182.7
2476,480.66
2534,949.91
8411,839.44
9806,355.69
3544,339.02
9179,999.65
1808,685.09
4834,462.37
5759,119.41
9967,494.59
9510,776.49
133,226.47
3455,629.25
3288,945.05
2703,835.85
2950,839.69
6693,714.78
2319,257.96
5791,900.83
4529,952.79
4730,763.34
5534,177.22
3341,171.11
1432,831.87
2811,309.91
2097,848.59
6021,952.65
5853,572.7
362,569.36
4012,297.95
6733,864.38
2873,216.03
8510,685.09
7438,218.06
8326,770.31
8252,716.38
2581,951.57
7402,318.37
9773,247.26
3396,87.22
4361,50.88
9939,360.44
7740,448.13
4142,579.98
3476,798.07
8744,695.9
356,574.28
9085,102.6
6640,702.83
7703,303.31
8233,213.88
5000,657.17
5270,42.19
2831,938.32
9042,984.44
9862,552.68
9843,414.02
3354,373.62
4602,148.22
2458,932.33
6782,848.55
6150,442.43
9440,959.6
3881,433.92
1029,434.39
1988,47.07
3035,252.97
3048,28.49
9486,927.33
6480,684.95
7889,151.05
8166,496.61
9339,395.84
8340,86.13
6976,56.6
5488,732.09
3834,656.86
9064,374.75
6772,739.7
1907,618.97
2882,658.13
52,911.05
9680,774.2
4540,295.29
1752,957.3
414,410.0
8710,146.19
2619,541.89
8338,548.85
819,618.25
1910,849.94
5436,411.63
3499,984.77
3926,109.46
5718,315.48
7048,729.7
5784,455.72
3932,553.71
3797,919.97
7678,681.79
2861,136.22
1880,934.67
2294,720.73
4601,596.95
9149,197.92
7498,805.69
8251,337.71
1508,434.48
8283,190.77
1081,360.32
5103,301.95
143,456.98
1394,432.18
7586,541.51
2631,924.98
2922,540.31
3906,294.37
4585,381.03
8297,131.35
4023,727.07
7640,704.88
6933,739.73
824,285.78
6695,225.64
4766,511.76
6854,729.08
1265,535.03
624,228.98
8578,575.31
5976,51.96
3221,513.45
5687,47.37
7437,944.13
1421,145.91
4563,593.9
8354,478.15
1695,825.17
5697,537.36
5942,113.2
6233,250.76
8510,14.79
1280,216.73
5918,903.68
3857,357.54
6551,109.29
9920,22.7
7641,976.16
843,590.98
4118,613.91
4568,130.77
1105,910.92
1170,328.36
8042,557.99
1430,962.93
8403,83.2
9453,487.85
649,896.72
4636,794.71
4996,138.63
9314,63.78
2618,702.02
1315,713.88
9426,559.35
6058,52.16
9339,199.48
7868,122.84
9194,600.65
9452,842.19
3168,926.95
4348,761.28
6857,932.31
1875,944.89
8141,105.1
5431,484.54
4453,288.65
5832,549.09
7885,55.89
6574,929.31
6251,732.97
6731,356.37
1439,320.94
359,737.36
5614,449.59
4286,300.1
1780,480.81
4622,919.38
6063,893.11
5641,169.26
8843,315.07
1487,754.61
2319,179.63
1587,648.74
111,681.19
4113,254.7
2422,907.39
659,120.08
9780,910.76
2936,904.43
8544,217.25
706,169.39
7441,423.34
8874,967.34
6592,192.03
3683,394.35
4063,723.06
4885,732.58
7508,968.1
1824,69.04
8055,315.62
1817,388.14
8342,11.66
7461,293.03
5619,48.85
6047,33.07
9026,590.72
3280,17.04
6187,439.41
2952,772.45
7998,146.2
8577,975.67
3253,177.69
7875,687.55
5151,127.03
6681,833.27
1791,580.88
6394,712.44
7214,762.22
5472,296.18
8735,973.71
1723,911.32
9144,549.33
5531,33.57
3473,248.0
4448,42.41
6868,60.73
1991,485.79
2173,772.57
7290,297.42
1243,499.13
1950,949.31
6201,496.89
5931,867.15
177,457.38
7043,637.46
9675,978.36
5703,12.29
251,70.77
1544,328.28
9408,262.23
8387,80.25
4468,582.85
6693,117.98
8047,503.95
1624,262.78
6008,642.34
2790,582.22
6374,121.52
9458,953.97
496,269.32
6234,292.5
8343,805.66
5157,825.01
6037,282.63
1281,820.4
4303,756.93
2048,778.83
5025,248.6
2084,245.7
9161,901.83
6098,228.91
2033,652.07
4510,557.87
3495,924.19
5991,29.21
9392,467.76
511,374.68
8186,808.52
651,382.81
2320,77.91
8651,480.95
9140,148.76
7607,60.78
802,190.11
524,225.87
8646,859.1
9379,719.14
5477,758.77
1936,290.45
881,111.56
6201,589.04
1298,521.16
1594,454.15
2580,722.03
6840,846.96
6941,954.51
3245,69.2
2255,289.79
4662,679.33
3769,223.67
9228,236.63
6817,816.79
8626,94.74
9121,574.64
1711,215.7
7065,846.33
7192,344.5
6464,433.52
5552,845.12
830,593.64
5951,642.28
4267,949.69
3618,547.58
583,944.26
8645,803.41
1124,871.9
4015,918.09
1124,104.62
5949,561.28
2390,123.69
2324,936.77
5698,972.49
860,794.12
4735,693.15
560,614.8
6612,755.44
6816,371.01
277,928.82
8846,664.9
8927,65.37
4802,460.85
4334,895.17
6320,767.62
9995,149.02
31,829.96
2480,969.0
2937,273.82
8062,300.35
3780,663.81
5447,326.24
9577,140.71
9507,82.27
7950,513.46
3363,189.17
1927,881.05
7469,753.11
8698,196.43
1149,169.65
2199,546.18
3440,422.78
5930,754.08
9418,570.05
6487,187.81
5044,373.13
7828,621.08
3788,40.74
2883,466.32
5448,214.29
6970,881.02
5788,378.59
9414,508.86
8237,817.34
6835,20.75
1028,991.95
9353,748.54
6580,950.28
366,206.09
1696,707.78
442,440.0
4655,123.15
8548,490.48
8132,669.75
175,724.5
7594,535.32
2700,639.85
3737,385.89
2301,522.51
9853,929.5
4475,216.62
1936,284.25
1437,659.33
2218,792.83
4932,889.94
4695,620.52
8866,558.42
2615,676.81
8277,623.11
1413,626.13
1687,12.58
7132,40.07
4001,484.33
3905,590.13
243,162.63
5223,825.11
5245,778.31
7095,674.12
3217,870.18
5476,198.84
4340,494.9
9749,449.99
1616,245.83
5560,203.78
9082,288.35
2903,453.47
5231,818.46
4602,184.03
1407,947.3
9224,333.16
1111,944.48
2590,158.38
2909,279.57
8065,940.38
2689,617.84
5386,919.52
2922,636.9
4028,486.12
6844,731.6
6442,989.66
9444,918.65
4315,550.39
26,231.68
7165,163.94
9211,298.66
7198,186.71
7202,786.79
3385,795.48
2592,87.54
3162,668.58
3983,505.48
3656,112.35
8752,154.35
4728,169.08
6948,191.31
2140,623.16
9222,529.34
9030,996.33
6322,450.64
2462,837.48
1452,402.51
5609,472.63
8478,63.77
3500,506.45
2658,237.39
9493,983.6
6998,440.86
6325,34.07
759,774.0
6813,490.78
4175,553.74
8058,687.13
3308,916.08
567,488.53
9279,772.01
887,199.66
7650,92.27
3741,798.42
572,55.5
1407,516.94
2588,234.49
6547,51.97
1656,715.87
1051,554.77
8873,162.46
3021,299.1
5626,494.2
1379,22.6
6753,500.58
7612,793.32
9535,37.16
7812,704.54
5274,158.78
3323,110.34
1543,682.41
4783,596.84
3561,294.33
4905,274.16
1463,434.66
6944,606.06
6377,959.54
610,566.2
6458,409.87
4204,632.87
4697,706.56
3319,832.34
1277,464.34
2433,527.04
9197,309.43
3450,250.68
3667,306.04
9217,985.18
7897,740.08
5847,783.59
6273,373.94
8234,855.23
1372,993.46
4671,101.79
8178,941.99
9070,733.45
1995,773.31
9394,62.37
679,583.91
4758,914.86
8865,929.25
5623,287.42
1309,904.2
7850,289.85
3007,634.39
5209,21.09
6804,427.77
928,745.99
5209,679.8
469,563.83
803,234.94
9829,346.55
4376,561.45
7982,824.31
7058,91.9
5454,320.5
5817,734.46
7324,806.21
3912,773.53
7218,13.76
9815,551.13
9796,231.92
5395,212.16
9591,656.46
7648,627.29
4135,812.15
7003,230.61
7032,355.0
338,504.16
5203,837.64
8958,759.45
1238,314.01
4292,207.77
6157,450.93
406,240.31
8603,171.8
5706,154.84
7822,289.5
3473,178.4
8346,584.67
4412,285.25
8374,858.85
1020,776.74
5790,428.02
8681,272.36
895,880.17
5418,512.43
2833,561.49
4116,808.0
3900,383.94
3931,567.3
925,570.44
7713,340.42
9530,482.08
135,715.78
7651,548.48
8289,441.56
1801,220.0
6752,726.8
8423,946.01
8596,23.04
3148,566.65
6717,170.76
9164,650.29
5481,522.43
5467,260.14
2146,231.33
9965,171.81
4516,883.27
8998,429.47
3164,235.85
2390,680.97
8608,760.13
5662,894.78
1979,668.52
6862,429.36
2930,922.03
5440,194.92
6727,732.25
8483,854.61
3890,147.33
7272,605.91
9153,245.81
2648,864.71
442,298.8
1612,994.32
6092,977.0
9776,350.05
6054,817.22
2732,323.41
8436,465.29
3940,331.04
3386,61.77
1119,172.62
1351,136.0
4531,587.45
814,103.93
856,944.6
2402,478.5
8634,430.75
4997,60.4
354,105.95
8548,588.95
7271,697.23
3449,485.27
1212,774.0
793,905.11
9394,679.59
2045,641.03
8723,422.44
6591,710.07
8550,706.9
8025,306.55
3978,448.84
765,919.5
3510,102.08
8773,821.71
7180,757.44
8635,400.39
1838,556.18
2275,558.39
4163,451.86
4674,615.56
3887,732.1
1172,652.05
3544,932.26
6327,272.62
1669,930.39
3372,695.05
7008,953.13
2827,98.58
7970,107.86
5390,995.93
6463,676.55
3242,163.18
9056,172.29
1632,484.99
6433,769.07
5670,559.42
9050,840.77
8276,835.67
788,70.78
4675,760.5
5810,444.33
6593,734.51
5080,551.24
9258,601.3
7749,707.52
4600,381.49
129,907.05
1481,456.7
3826,439.01
1001,815.84
1398,114.8
7745,550.68
4756,466.25
1270,193.92
3861,820.66
2278,955.81
9229,714.65
2458,484.68
5548,572.85
9028,607.73
6713,907.63
8744,870.19
647,219.3
5101,406.47
5622,838.1
5705,744.53
5299,936.29
3141,859.77
1146,855.5
3134,386.53
8525,98.63
7808,719.26
3734,440.43
2713,353.96
4376,667.11
52,327.06
9508,964.98
4755,301.67
4055,277.07
6665,545.1
9727,286.69
8618,480.67
2177,604.77
5176,811.12
357,478.2
609,207.83
1327,985.8
5185,110.87
5433,770.22
5329,253.93
6141,762.78
4789,423.13
929,202.26
832,922.39
1184,411.78
1425,623.57
4969,82.19
6799,795.93
7341,60.25
8003,912.98
209,949.1
6097,934.18
111,474.59
2268,272.38
6541,103.93
1847,813.9
5051,76.0
7192,607.67
4980,38.63
8590,974.78
9942,416.05
6821,273.1
6801,290.81
6224,911.31
4660,635.01
9471,194.44
4666,904.66
8935,573.06
3408,159.74
8606,780.72
7570,478.7
9693,674.4
2960,312.14
3656,604.22
4567,773.66
5791,172.86
1130,836.98
7284,706.82
8242,291.74
3822,133.58
3053,524.82
4505,277.88
6964,925.56
7071,47.92
21,463.56
1087,768.97
3322,220.72
9534,848.09
1039,425.19
3409,455.28
7571,422.51
8907,598.56
9881,424.48
5201,65.53
5935,751.24
7603,784.1
6693,309.96
7995,531.86
335,734.3
7269,92.28
2566,735.45
3307,334.94
3064,616.87
5609,981.88
5271,50.52
2862,362.74
4012,873.33
2478,201.47
1939,351.58
9280,178.07
639,944.68
3739,20.66
8395,459.33
9319,805.54
9510,231.68
4732,726.66
5599,246.62
1629,170.34
9368,951.92
2438,779.16
4996,734.17
5591,872.69
7384,566.42
9291,118.82
6939,302.86
5580,252.53
6924,438.78
894,158.23
9933,616.62
484,80.9
570,918.6
8399,570.31
6416,644.86
2979,920.18
7922,45.59
6186,396.09
5454,860.56
6413,255.22
4248,309.65
9048,119.83
4337,307.21
3808,972.09
960,649.4
3612,267.32
3466,659.25
4662,585.25
421,468.29
6122,370.08
1098,854.71
1633,923.25
820,350.96
8498,826.76
613,142.29
3334,431.52
6337,839.84
8235,595.7
8174,259.67
375,150.84
2137,957.76
7339,103.72
9442,624.17
7126,226.47
2863,79.1
9382,258.81
6625,872.03
3769,116.82
3960,207.86
4485,128.2
7725,537.83
7733,395.18
6615,139.54
7386,804.32
9814,23.8
3949,730.75
3959,210.68
3845,886.52
94,776.95
5155,706.95
9385,177.92
5631,407.25
893,264.74
1486,283.99
8693,930.33
885,911.53
2029,599.34
7045,788.43
5708,794.31
8824,994.21
6565,130.34
7073,320.75
7121,998.57
8384,562.74
9711,652.0
8013,297.53
4320,760.01
5849,84.52
5217,479.98
4324,265.13
7088,892.22
6354,152.92
4388,201.34
2057,152.53
7061,317.87
9325,991.05
4736,431.25
1907,540.12
136,602.23
4304,50.59
6763,36.44
2439,128.95
7687,795.4
8031,473.62
7675,708.12
4071,472.34
3738,444.78
5997,106.52
5357,746.54
6755,273.4
192,282.07
5686,87.42
2644,211.96
2633,514.9
5562,48.6
5170,815.88
2511,603.06
4736,440.8
4667,551.61
9526,613.68
4380,313.78
7668,64.79
7716,732.75
4397,138.62
1543,126.23
3879,141.81
9868,787.96
1127,86.86
3380,115.86
4153,615.92
4607,171.11
3912,90.73
2377,279.24
5004,134.33
9681,889.35
3931,863.77
2379,288.62
7845,260.88
7743,245.56
2095,684.69
5954,321.65
2131,817.91
5221,181.04
7914,269.2
4605,648.12
9818,619.37
1268,368.07
1969,271.69
6664,47.1
8901,725.34
3608,230.77
529,377.01
6033,501.63
8649,830.16
8587,812.62
3216,600.13
4479,151.17
3019,693.53
7025,381.49
9883,555.03
4300,467.37
3260,317.06
9352,119.75
7018,391.32
4771,146.36
1710,713.51
6692,962.63
4699,225.13
5211,412.24
7038,10.5
6435,633.86
260,358.33
9678,880.79
7369,869.66
897,485.89
9275,70.96
7904,775.23
3993,766.0
6463,967.92
7009,865.77
9638,709.68
1459,923.34
4596,614.42
7583,664.74
6636,424.58
4065,894.16
142,83.28
105,73.81
6032,55.14
3925,880.4
922,727.94
3386,546.73
2640,161.46
6143,524.89
1861,883.77
6724,846.75
8616,543.09
297,391.63
313,282.09
6040,797.18
6604,950.75
2352,856.32
3663,810.99
3600,986.92
9042,890.76
9281,338.03
8105,488.28
6925,739.47
1013,98.98
794,860.19
5776,166.28
195,711.54
3635,282.27
5046,151.83
1321,281.6
8446,583.53
2106,548.6
4576,106.77
2061,361.47
1403,500.92
8714,72.38
3540,404.58
7757,311.01
4478,551.15
6970,233.62
2769,865.99
4276,229.45
6102,261.33
8294,613.99
2728,158.34
9960,894.75
7645,849.73
2138,478.69
2663,737.79
9498,68.12
6585,571.67
6071,493.78
751,88.5
486,646.64
5232,77.98
2394,538.63
1714,394.08
1992,289.12
5865,554.82
1751,699.85
2998,936.35
6309,271.62
1629,434.04
5220,355.59
2754,524.0
2659,416.16
8198,172.04
4301,487.01
609,292.68
1200,815.36
2170,251.99
8551,890.15
5080,106.26
7385,117.59
9658,337.06
865,339.52
2447,572.16
1006,777.06
4196,197.19
8452,413.84
45,62.77
1152,96.1
8878,850.35
3639,157.66
8323,559.25
4421,10.17
7942,311.44
7598,343.91
4992,836.28
3294,631.27
7493,210.82
7939,594.99
7826,983.08
4844,717.83
9687,123.76
6171,601.33
8796,238.2
6468,314.9
5480,228.38
2574,719.82
5159,390.95
5778,548.67
5071,473.66
6275,273.44
2525,49.85
1172,639.04
3452,70.53
2936,282.77
7103,357.78
9450,986.06
7888,70.54
316,561.17
7489,325.93
2653,656.35
1913,671.71
9359,865.31
9451,763.24
5599,502.71
9417,338.96
2991,325.79
7028,585.67
9795,633.64
5174,46.91
6432,322.25
3209,160.93
5368,472.11
6216,657.16
9849,649.16
2443,348.31
5292,813.92
3107,90.81
4814,444.31
2993,37.12
1406,321.77
5609,12.2
1559,425.33
3588,330.71
7444,234.7
6229,254.42
9341,206.23
8303,193.95
1962,585.2
7206,964.73
2357,90.31
5711,539.26
7556,552.45
2352,832.67
2360,426.72
6206,798.72
1341,454.6
5337,257.69
9047,549.13
5363,836.59
4341,596.66
7710,319.73
3857,708.72
6340,345.24
6019,566.29
4519,286.09
5035,885.62
5399,239.91
8622,34.7
2338,885.48
2837,373.19
3125,869.3
7677,288.3
7687,382.41
4270,272.55
649,642.44
5895,349.03
1244,538.91
1748,937.04
9420,485.14
5381,942.5
660,739.27
1429,131.75
3929,243.81
964,742.27
1336,638.1
1272,472.77
3975,941.39
7973,116.4
209,232.21
8009,287.9
2390,65.32
8486,525.56
6875,532.02
9420,703.96
652,477.35
3391,588.47
3014,898.52
8540,252.76
3255,198.69
5954,643.53
3554,775.03
4665,231.07
7858,805.7
9382,861.9
3724,167.49
1999,427.83
1132,711.46
674,891.12
6024,623.21
8655,216.02
8607,820.23
2126,581.09
3684,896.29
2553,111.0
3133,575.2
771,142.19
3167,831.71
8426,800.57
1381,670.88
64,216.44
2940,466.44
1116,520.85
6346,708.75
159,231.94
4326,40.39
2180,989.4
9321,927.96
3494,586.76
4541,401.38
2365,189.43
5323,877.65
3814,819.36
8786,988.0
7430,142.65
8758,748.99
6418,59.8
9658,505.74
7725,483.89
1853,211.19
4342,704.75
4603,470.05
9086,855.7
9900,204.93
9233,92.78
4640,47.02
7751,186.02
1037,874.31
1128,805.95
7589,753.94
6186,77.54
2856,217.17
2457,401.57
3411,421.37
2160,372.7
7955,98.48
5757,582.41
6253,966.16
7840,508.11
4128,40.69
2806,492.16
1833,786.83
3084,799.53
8877,696.05
773,828.1
9098,524.47
9377,439.95
3840,713.07
4591,222.97
9769,886.97
2531,859.89
4742,144.66
210,412.04
8575,123.18
5108,312.25
7369,117.49
8964,205.03
5596,271.35
2452,655.5
2207,273.01
6865,306.87
5547,592.58
227,227.85
9710,517.87
1509,373.26
3240,715.45
4445,43.06
3067,281.84
4952,682.85
9780,313.12
8862,799.66
9847,667.38
5072,469.46
6693,278.06
1490,682.18
5348,121.54
1516,119.37
9170,825.69
4288,315.28
7344,225.22
3903,155.45
338,590.17
1824,175.96
5159,533.08
1272,790.23
8896,236.04
5952,585.41
8486,578.34
1426,796.65
5066,54.03
5265,65.1
4692,353.95
9015,220.02
5042,498.41
2489,715.83
5416,102.12
8178,848.4
8904,628.37
8267,946.88
1407,857.77
1409,68.71
400,969.8
1095,21.54
1921,700.33
7080,924.89
2364,46.26
7096,107.57
6312,734.01
2768,575.84
5311,738.43
7198,731.85
3565,378.28
7272,407.26
6034,384.57
89,958.41
7951,376.21
142,589.68
847,384.95
3632,604.7
9047,609.62
4102,347.24
5007,934.46
205,498.78
6065,495.73
5335,899.78
6475,615.65
8925,712.16
1340,885.4
9773,28.11
9246,618.67
1016,644.4
6713,306.36
2602,376.21
7945,496.23
3902,713.88
9696,371.93
6006,844.46
7467,811.85
3250,457.85
8367,484.4
7991,917.38
604,356.6
8968,610.4
4865,564.76
8206,446.76
6809,120.49
6569,73.52
2102,88.62
5131,582.07
122,48.44
5122,723.36
9651,908.21
9167,575.21
9881,984.46
793,515.4
1467,27.68
9955,585.09
2504,911.46
141,171.18
5679,812.73
7623,889.83
5319,889.11
1813,335.43
6836,435.01
586,638.77
2221,213.86
19,70.65
4397,425.06
9131,759.02
6958,868.53
7816,814.35
3768,273.83
6746,545.97
395,170.75
9601,615.91
3157,757.95
6056,385.66
5206,594.47
6478,406.61
69,575.11
1310,305.46
1615,514.05
13,643.48
4432,228.49
8031,813.75
2379,10.22
4134,488.98
5324,954.98
3207,349.63
1105,556.02
8197,210.95
3766,961.71
8979,114.71
5632,783.67
8876,539.45
2846,459.49
3287,938.79
7814,93.12
2728,510.15
8015,88.8
1155,115.84
5539,855.67
4426,637.89
2390,877.38
8942,650.84
4743,198.12
2567,387.12
6224,645.59
5282,433.03
5493,428.58
7163,934.29
4267,722.67
1108,757.81
4529,750.72
2857,989.17
416,62.25
7785,472.2
2376,918.46
6898,588.79
2985,786.69
4469,175.64
5339,905.32
6613,329.99
3098,454.68
1887,480.56
9233,577.77
6378,530.06
2578,707.05
6692,872.65
2448,709.8
8851,237.63
7560,917.97
2904,783.12
8639,129.81
8587,905.26
5128,728.61
6390,909.02
9675,790.52
2095,306.71
2052,798.69
7937,336.77
9984,234.33
6767,330.66
9733,619.5
3600,178.45
2749,553.6
165,653.24
3824,122.87
5082,280.14
1091,123.96
3322,341.52
2883,442.99
4322,244.67
1996,737.2
4770,283.65
3900,505.49
4377,273.96
6828,139.2
5537,784.97
8985,867.31
445,565.16
4091,702.16
9522,758.57
813,468.13
4672,878.56
6997,525.04
6766,825.01
3327,150.66
8426,161.92
2597,296.37
3344,749.34
6525,821.98
2046,502.06
8676,255.94
2159,470.94
5221,724.59
1994,507.76
6513,655.55
9202,345.12
3097,605.74
5893,596.21
6937,983.99
6711,462.89
4696,615.69
7484,378.07
8409,748.62
6742,411.39
5981,703.07
7255,993.7
6023,481.33
578,932.62
8943,304.1
9310,234.64
9938,588.03
7808,235.96
8398,341.54
7040,943.52
5763,712.8
29,682.46
8231,402.26
7661,44.12
234,841.58
4874,826.4
1240,641.59
6893,729.74
1738,825.82
32,412.49
286,54.35
8168,595.35
6315,986.58
8399,119.13
7674,90.24
3804,604.29
2304,48.74
7115,138.37
8133,974.27
2713,873.7
4749,686.15
4912,849.77
8186,675.3
2552,758.6
6033,490.04
7031,647.49
2888,929.76
46,966.17
9828,638.9
5422,596.23
9279,590.86
9287,102.68
4741,822.52
9720,512.87
6148,431.54
9657,78.39
4389,770.63
903,393.48
9803,338.27
3463,465.96
23,788.52
7089,405.64
5302,597.94
3715,885.62
2654,362.64
2295,889.48
6369,240.16
8128,251.61
6694,877.49
7877,802.65
1981,330.45
4773,568.08
9,880.21
9022,113.82
8645,844.69
9881,141.03
4652,415.49
5207,232.17
7630,615.64
902,427.0
3420,703.3
1528,298.56
7637,780.06
208,78.28
7326,737.86
6741,796.26
6543,134.17
2635,901.3
8889,154.95
2606,257.93
7256,704.82
6968,486.62
3058,764.12
119,650.8
5949,881.05
8919,509.23
6606,763.27
5810,910.69
5299,125.28
5568,618.53
5462,564.88
9369,60.32
7199,425.22
1187,84.83
1983,204.94
7565,261.38
6508,494.56
408,694.4
8247,842.11
277,923.39
7307,808.11
3724,267.49
3460,852.1
8486,293.86
892,289.74
499,92.19
4926,140.34
9204,707.28
4879,244.01
3876,279.85
5227,148.26
1772,43.4
1165,391.84
1037,839.82
8404,111.21
2833,526.06
9355,662.53
8844,344.45
7094,435.16
6614,939.05
4157,415.89
8649,80.6
4775,697.15
4039,118.65
82,676.76
4934,182.47
8582,803.88
9902,371.26
7119,372.4
5458,866.93
4203,809.45
8215,353.77
9420,265.12
7790,993.25
9568,261.22
3231,377.83
4259,112.18
851,395.84
4645,256.62
6741,248.38
2046,925.65
855,18.97
6037,997.39
1536,186.9
6901,422.46
77,328.32
6257,646.64
3578,860.47
6028,271.44
672,656.64
2328,372.87
2974,679.13
9694,718.69
1765,670.06
9878,564.05
898,672.89
7659,156.51
5325,424.67
3875,833.17
3621,59.43
6836,147.27
7415,757.35
8917,661.36
7577,126.2
4096,342.11
901,641.43
1585,551.38
3740,449.09
9019,975.21
4980,728.83
5517,778.63
6025,690.39
4572,638.53
1494,899.35
378,531.53
4980,563.0
2502,63.47
6405,529.81
2679,777.38
6832,613.26
2751,999.7
1993,362.02
5367,769.91
1481,919.89
8704,245.74
7749,540.91
8589,535.03
7832,139.66
6337,515.12
7635,657.11
9121,414.12
4681,24.2
5530,367.17
1129,908.6
8364,902.89
2404,392.28
4906,573.99
1154,756.06
3185,972.16
9541,266.46
8332,909.61
8443,589.16
1459,829.73
3589,832.58
1393,566.62
7595,970.71
3618,881.81
4492,603.97
9509,965.9
4729,92.59
2378,731.73
8529,472.4
7610,275.81
5546,824.77
5745,421.16
8095,177.82
5870,10.06
2497,932.67
9427,422.62
8023,576.83
6102,855.25
2350,66.89
2334,811.32
8580,248.84
8613,649.27
6076,857.01
8879,286.05
4969,954.24
5523,489.7
7304,398.62
4034,91.89
4770,680.08
2666,848.34
1157,530.12
1812,211.14
6939,224.15
5346,991.69
3569,704.11
6634,783.07
1088,138.26
7100,605.19
930,383.81
6200,245.66
6308,535.93
7774,661.12
3314,762.84
8082,323.06
6690,718.77
688,542.75
2233,387.79
9354,308.71
4089,11.47
8407,83.75
9339,83.92
4617,689.28
1852,595.68
7119,17.94
1203,231.35
2587,860.4
1774,354.93
1569,663.07
9703,799.85
8728,733.23
3617,508.82
9020,556.3
8137,949.14
8921,800.33
9931,884.89
3312,712.45
8984,764.49
2488,674.54
7426,907.69
9142,85.71
3260,530.12
1630,542.42
1540,142.62
874,589.3
631,909.08
9942,386.75
1719,985.76
8041,634.79
2253,23.8
1428,298.19
7128,47.93
428,919.6
